name,company,city,transaction_total
Gregory Dickerson,Ochoa-Williams,Adambury,$108.86
Samantha Evans,Bailey Inc,South Jennifer,$587.23
Leslie Yang,Pope-Davis,East Kristina,$724.26
Amber Beard,Simpson LLC,South Kevin,$711.55
William Taylor,Torres and Sons,Murphystad,$474.69
Luis Cruz,Hogan; Hernandez and Stafford,Vanessafurt,$1473.47
Jason Bell,Walsh-Evans,Lake Thomaschester,$630.31
Angela Downs,Allison; Taylor and Roberts,Williamsborough,$758.13
Carrie Reed,Singh Group,Reyesport,$2684.35
Devon Garcia,Powell-Ray,Hintonmouth,$969.16
Tricia Hines,Scott Group,Lisafort,$594.04
John Charles,Carpenter; Brown and Crawford,Lake Gregorytown,$499.14
Angie Bennett,Sharp-Williams,Anneburgh,$243.59
Troy Hicks,Schmidt-Thomas,Byrdmouth,$223.32
Walter Fernandez,Davidson; Phelps and Miller,Powellstad,$218.97
Matthew Hall,Lawrence-Vaughn,Port Tylerside,$710.39
Brian Clark,King; Bowers and Diaz,Lisaville,$1079.87
Christopher Acosta,Arnold Group,East Zachary,$508.77
Nicholas Thompson,Wood LLC,Nicholsonside,$348.73
Douglas Miller,Schultz-Beck,East Calvinmouth,$628.28
Randall Estrada,Contreras; Thompson and Serrano,Richardland,$572.28
David Kirby,Norton Ltd,East Timothytown,$1773.36
Karen Marquez,Espinoza and Sons,East Frank,$584.60
Jacob Gonzalez,Fox; Shepard and Bryan,Jennaview,$1834.61
Jeffrey Mitchell,Cowan-Thompson,South Johnshire,$530.19
Tracy Herman,Galvan; Miller and Smith,East Jeremyfort,$605.06
Fernando Miller,Chavez Inc,East Paulberg,$469.72
Mrs. Jordan Mills,Moore; Brooks and Robinson,Amandaberg,$126.91
Jessica Nelson,Bell; Lee and Miller,North Lindamouth,$667.20
Leah Lopez,Turner-Sanchez,East Christopher,$466.46
Jennifer Harvey,Sampson PLC,Wilsontown,$1743.58
Lance Johnson,Johnson Ltd,New Deborah,$1040.17
Rebecca Collier,Morales; Huff and Jones,Fisherfort,$801.26
Gary Cardenas,Smith-Turner,Port Kevinbury,$847.16
Jeremiah Mathews,Lewis-Newman,North Kenneth,$667.21
James Lewis,Munoz Ltd,East Joshua,$749.18
Monica Rhodes,Dawson-Cannon,Natalieton,$154.20
Melissa Yoder,Clark-Hernandez,New Bobbyside,$159.19
Susan Hooper,Wilson-Powell,Thomasborough,$958.00
Laura Smith,Cortez; Lara and Robles,Duncanborough,$293.00
Mary Garcia,Adams-Davidson,Smithmouth,$1490.26
Lindsey Flores,White; Cantrell and Kemp,Lynntown,$796.75
Michael Johnson,Salas Group,Thomashaven,$694.08
Monica Wiley,Johnson; Alexander and Sanchez,Alexandershire,$354.30
Amanda Salazar,Taylor-Kennedy,South Ashley,$1864.88
Jennifer Gonzalez,Thompson-Larson,New Michele,$9686257.74
Steven Ellis,Roberts Inc,West Jamesport,$1895.52
Paul Houston,James LLC,West Daniellemouth,$67.70
Tonya Jones,Chavez-Austin,New Cameron,$864.64
Erik Frazier,Willis-Morrow,Robertville,$2229.19
Scott Willis PhD,Williamson-Smith,Grahamville,$612.53
Mark Everett,Moore; Hammond and Black,Cherylfort,$302.11
Ricky Wilson,Beck; Garza and Roberts,Veronicaview,$838.81
Ashley Jenkins MD,Daniels and Sons,Lake Amy,$7046.79
Angel Santiago,Powell LLC,Martinville,$633.21
Jeffrey Maxwell,Johnston-Porter,South Tammie,$740.12
Randy Campbell,James-Leblanc,Elizabethville,$45.15
Matthew Browning,Butler Ltd,Amandaland,$803.93
Eric Petersen,Meyers LLC,New Robynberg,$512.58
Lauren Thomas,Hicks Ltd,Morenohaven,$667.12
Hannah Wallace,Olson-Palmer,Johnsonton,$352.16
Grace Bell,Smith-Alvarez,West Lori,$1176.60
Gwendolyn Hardin,Collins-Hutchinson,Weissville,$909.55
John Herrera,Chase; Moon and Rodriguez,North Laurachester,$189.66
Caitlyn Robinson,Robinson; Murray and Smith,Lake Tony,$530.13
Nicholas Hall,Chen Inc,Rivaston,$1444.03
Richard Mccann,Diaz-Morales,North Thomas,$331.33
Joe Estes,Jordan LLC,Watsonburgh,$503.98
Kelsey Johnson,Murphy-Anderson,Port Alexandra,$705.88
Matthew Kelly,Gamble-Blevins,West Jessicatown,$18.38
Emma Foster,Ross Inc,Port Thomas,$2693.49
Kevin Rivera,Walker-Robinson,Connorburgh,$7.89
Joshua Leonard,Adams-King,Hernandezville,$159.82
Michael Rodriguez,Espinoza; Mason and Blevins,North Amanda,$1417.95
Madison Mcdonald,Garcia; Williams and Lucero,Dominguezbury,$858.87
John Villanueva,Ray; Spencer and Carpenter,Rhodesmouth,$561.40
Steven Mayo,Thompson Inc,East Ashley,$17.55
Brian Miller,Mora-Larson,South Samantha,$860.77
Troy Irwin,Moreno-Jones,Lake Michellehaven,$2503.23
Carlos Johnson,Leon Inc,North Melaniefurt,$1178.40
Alexandra Clay,Booker Ltd,Hutchinsonville,$511.68
Jesus Barber,Farley-Miller,Port Olivialand,$441.77
Vanessa Hernandez,Hebert-Ballard,Websterton,$1033.67
Ricky Bowman,Quinn PLC,West Carl,$1042.06
Daniel Wiggins,Sanchez; Harris and King,Erinshire,$134.28
Sandra Moreno,Young-Graham,Brooksmouth,$1969.90
Mario Peterson,Burke Inc,New Erinshire,$6168.58
Christopher Young,Smith LLC,Nicoleburgh,$324.79
Vanessa Zavala,Oconnell Group,South Joshuafort,$769.63
Emily Montgomery,Cook; Savage and Haynes,Pamelaview,$145.02
James Mitchell,Russell-Garcia,South Kevinside,$752.19
Krystal Henderson,Mcclain Group,Madelineview,$389.94
Brandon Alexander,Duarte; Gamble and Graham,North Monica,$508.95
Casey Ruiz,Larsen-Green,Monicaburgh,$938.60
Carla Luna,Gonzales LLC,Danashire,$589.73
Gregory Smith,King-Miller,Wilsonton,$638.38
Katherine Butler,Castillo-Williams,Adamside,$83869.99
Daniel Rice,White; Herrera and Hampton,Port Brendaberg,$999.94
Bill Cruz,Beck and Sons,Kimberlyborough,$982.59
Melissa Young,Navarro-Chambers,Oneillfort,$160.49
Jason Williams,Collins; Lewis and Hicks,New Ryan,$282.48
Melissa Curtis,Jones Group,Harveyton,$590.92
Calvin Carr,Larson Inc,Jamesstad,$429.46
David Combs,Young-Lewis,South Vickieburgh,$6252.59
Jason Roman,Powers and Sons,Monicafort,$951.66
Robert Scott,Porter PLC,Lake Elizabethhaven,$1170.63
Karina Farrell,Hill Inc,East Jesusview,$1400.80
Jean Nolan,Whitney; Young and Macias,Shafferberg,$113.99
Jeffrey Lara,Owens-Martinez,Lake Loriville,$545.14
Aaron Cooper,Nguyen LLC,West Davidshire,$9833.84
Christopher Smith,Jones and Sons,Berryfort,$393.21
Jeffery Bennett,Mejia-Harrington,Port Carolineborough,$737.46
Nathan Moore,Jones and Sons,South Ashleyside,$1272.33
Amber Mcmillan,Garza; Santos and Lopez,East Catherineberg,$6692.79
Julie Gonzalez,Allen LLC,Fergusontown,$924.27
Sara Ramsey,Johnson; Moore and Serrano,Edwinmouth,$356.06
Nicole Ruiz,Thompson-Vazquez,South Julia,$1179.42
Ryan Lynch,Martin-Vance,Port Jacquelinemouth,$799.11
Reginald Jones,Mathews; Tucker and Fields,Lake Crystal,$802.72
Danielle Walters,Hall; Barton and Carter,Sweeneyport,$1415.29
Ariel Harris,Rios-Newman,Lake Julia,$863.59
Charles Trujillo,Jackson; Mendoza and Webb,North Josephbury,$858.79
Nicole Hernandez,Mccall Inc,Beardfurt,$301.92
Rachel Mitchell,Nunez and Sons,Michaelstad,$93947.30
Ashley Hill,Watson; Marsh and Macias,West Michael,$300.93
Sarah Green,Myers; Gillespie and Lang,Edwardborough,$194.10
Tyler Smith,Bauer-Becker,Lake Jasmineborough,$273.21
Andrea Krueger,Harrison Group,West Brianbury,$240.38
Michael Allen,Yates Group,New Matthewchester,$246.02
Jordan Mercer,Whitaker-Chang,Belltown,$2332.32
Cameron Mosley,Harvey-Robinson,East Patriciaview,$566.90
Sherry Bishop,Campbell-Barrett,New Tyler,$1286.36
Joseph Cooper,Melendez-Newman,Newtonbury,$1327.73
Jared Burke,Nolan; Davis and Williams,Kathleentown,$15894.93
Nicholas Hernandez,Williams Ltd,East Laura,$299.44
Elizabeth Lloyd,Collins; Suarez and Mcguire,Downsville,$81921.88
Benjamin Stone,Moody PLC,West Brian,$473.06
Justin Flowers,Strong Inc,Port Marc,$5206092.52
Annette Fisher,Taylor Ltd,Port Lorimouth,$152.27
Crystal Williams,Johnson Inc,Carsonside,$48.66
Charles Jones,Martinez Inc,Port Jason,$537.27
Adrian Kennedy,Lee; Castillo and Frank,Joneshaven,$611.33
Travis Fischer,Duncan-Stephens,Barbaraport,$1167.13
Deborah Jones,Morse; Osborne and Myers,Allenbury,$940.20
Carol Brown,Miller-Wilson,Justinport,$353.79
Kara Jenkins,Potter-Russell,South Briantown,$997.57
Katherine Villanueva,Jennings Inc,Lawsonfurt,$2933.33
Brandi Garcia,Burns Inc,North Danielchester,$458.74
Kendra Bender,Brown-Hardy,North Johnstad,$1089.85
Kayla Cole,Moore; Mendez and Vargas,South Gregoryfurt,$699.61
Brian Scott,Mann; Morales and Lopez,Williamschester,$788.00
William Riddle,Reese PLC,Sheilaburgh,$44.09
Christopher Nelson,Barnes Inc,South Brittany,$514.20
Megan Dillon,Johnson LLC,Olsenport,$154.42
Robert Dixon,Scott Group,Lorifort,$1270.85
Melissa Andrade,Cooley-Lee,Stevensberg,$975.42
Renee Dean,Lawrence-Maldonado,West Felicia,$2804499.09
Matthew Schaefer,Graham-Walsh,East Barbara,$1054.64
Benjamin Green,Schneider Group,Josephshire,$645.86
Peter James,Price-Moreno,East Shelby,$900.88
Kelli Thompson,Thomas-Rodriguez,North Stevenport,$436.99
Jennifer Manning,Sharp LLC,Smithberg,$3593527.49
Alicia Davis,Rowland; Roberts and Mcdaniel,Phillipsburgh,$1423.36
Beth Brown,Knight-Jones,South Zachary,$816.06
Matthew Wolfe,Glover; Reyes and Bryan,North Mark,$306.74
Stacey Hogan,Francis; Williams and Cantrell,Solisstad,$556.17
Jeremy Dunn,Jones Group,Port Jose,$1225.86
Ruth Valencia,Arellano; Horton and Harris,West Deborahmouth,$456.22
Barry Kline,Wood Ltd,Ronaldfurt,$1636.48
Gabriel Martinez,Garrison; Walters and Santiago,Cassidyshire,$356.57
Alicia Jenkins,Horton Group,Andersontown,$1093.54
Jessica Church,Williams; Perez and David,Nicolefort,$1470.14
Alan Phillips,Dominguez-Patrick,Salinasbury,$664.58
Ryan Liu,Rios Group,Lake Andrewland,$82880.61
Victoria Henderson,Lee; Johnson and Jackson,Gomezstad,$472.47
Elizabeth Arnold,Oconnor-Edwards,Burtontown,$1486.31
Matthew Patrick,Griffith-Webster,Nelsonfurt,$353.15
Brittany Oneill,Anderson-Smith,South Michaelfort,$880.90
Zachary Santiago,Wilson; Mendoza and Jimenez,Hallton,$943.11
Tabitha Ross,Bailey Ltd,Ashleyview,$1248.38
Diana Watson,Hawkins; Vazquez and Rodriguez,New Donna,$221.93
Rebecca Massey,Daugherty; Hernandez and Hubbard,Nguyenchester,$1324.38
Nicholas Tran,Garcia; Allen and Meyer,New Jaimetown,$514.22
Sherri Gonzalez,Morgan-Thompson,Barronland,$1581.14
Miranda Keith,Graham; Woods and Costa,Wilsonburgh,$812.28
Michael Hodges,Jones-Le,South Tiffany,$771.75
Thomas Ray,Price-Ward,East Ashleyhaven,$1621.62
Robert Moss,Gonzalez and Sons,Port Russell,$994.74
Vincent Howell,Kelley Ltd,Kennethton,$1473.24
James Haynes,Brooks-Green,Jordanmouth,$7973983.44
Natasha Mcclure,Joseph; Hood and Salazar,Port William,$447.85
Brandon Ramirez,Roberts LLC,South Robert,$36.75
Monica Morgan,Swanson and Sons,North Christophermouth,$99.18
Desiree Miller,Hahn-Webb,Roberthaven,$148.19
Kayla Martin,Morris Ltd,Gilmoreside,$1705.02
Brandon Ryan,Smith Group,South Amyfort,$118.03
Samantha Scott,Stewart-Shields,Petersontown,$712.09
Keith Ashley,Edwards Group,East Amandastad,$362.25
Harold Ibarra,Henry; Barnes and Soto,Lake Kentfurt,$5780.57
Brandon Berger,Gardner PLC,East Margaretmouth,$97.74
Amanda Garcia,Lee LLC,Port Jonathan,$1297.75
Jonathan Moreno,Fritz Group,Johnland,$1276.20
Michael Leonard,Short and Sons,Jasonbury,$921.16
Kristina Allen,Gonzalez LLC,Port Patriciaton,$2261.70
Jack Ewing,Mann; Solomon and Jenkins,Gibbsburgh,$516.05
Rodney Swanson,Bell; Simmons and Dyer,South Nancy,$927.57
Andrew Payne,Watson LLC,Lake Anna,$409.81
Michelle Nguyen,Fitzgerald-Cobb,East Denise,$884.68
Gabrielle Morales,Reid Ltd,Gilmoreview,$243.29
Jason White,Holmes; Sawyer and Robertson,Robertville,$821.44
Christina Phillips,Reed-Weaver,Younghaven,$169.72
Bobby Johnson,Moore; Morris and Joseph,Lake Justintown,$814.11
Vanessa Friedman,Sharp LLC,East Josephport,$376.02
James Adams,Higgins-Mathews,East Loriberg,$1330.94
Kimberly Johnson,Moss and Sons,Thomashaven,$341.43
Theresa Willis,Silva-Gilbert,Patrickhaven,$298.64
Tony King,Murphy Group,Madisonhaven,$745.50
Nancy Mckinney,Keller PLC,Gentryland,$211.12
Kenneth Stewart,Wilson and Sons,Patrickville,$7478.21
Colton Griffith,Burke; Lewis and Holt,Castillomouth,$914.79
Ryan Cross,Taylor-Nelson,Lake Anthony,$650.47
Brittany Norris,Gutierrez-Curtis,Lake Alejandra,$419.36
Marvin Barajas,Conner LLC,Zavalaberg,$1264.25
Raven Savage MD,Martin; Flores and Allison,South Davidside,$1572.11
Michael Robinson,Brown; Washington and Kelley,Dominguezborough,$5341.60
Whitney Lewis,Haas; Neal and Matthews,North Christineborough,$94152.98
Theresa Goodwin,Taylor Ltd,Smithview,$55.55
Douglas Rodriguez,Rocha Group,Kimberlytown,$864.96
Oscar Olson,Campbell Group,Joycechester,$1334.20
Jill Watson,Cook; Cobb and Williams,East Michelle,$126.95
Blake Monroe,Rose; Davis and Grimes,Richardborough,$586.67
Mark Cisneros,Brown PLC,North Robert,$1019.56
Francis Smith,Silva-Fernandez,New Keithside,$1099.02
Omar Warren,Stanton LLC,Lake Carolyn,$678.77
Angel Lee,Saunders Group,North Danaland,$2006.98
Allison King,Faulkner-Hodges,Jenniferhaven,$146.02
Laurie Walker,Diaz-Gibson,Johnsonfort,$602.41
Allison Cook,Middleton LLC,Martinezland,$331.36
Nicole Hughes,Wilson-Snyder,South Christopher,$356.20
Charles Grant,Franklin; Giles and Williamson,Lake Michael,$8182.63
Molly Wood,Scott-George,Kennethfort,$1268.33
Brian Johns,George PLC,East Veronica,$2269.76
Natasha Coleman,Perez; Williams and Jackson,East Josephburgh,$407.68
Albert Woodward,Orr; Michael and Mcdonald,Lopezborough,$585.13
Todd Bennett,Webster-Hayes,Port Tanya,$1089.01
Autumn Holland,Smith-Green,Christopherhaven,$969.30
Debbie Wilcox,Lewis; Smith and Allen,Marissabury,$472.31
Emily Reyes,Sanchez and Sons,New Gabrielle,$457.10
Barbara Solomon,Gonzalez Ltd,Callahanchester,$1016.83
Anne Bishop,Flores; Farrell and Larson,Smithstad,$755.17
Holly Castro,Jimenez; Reyes and Garza,Claudiamouth,$27.63
Jose Reese,Bauer Inc,Perezmouth,$910.32
Crystal Thomas,Mcneil; Duke and Lee,Murrayhaven,$2997.18
Cynthia Dudley,Martinez; Nichols and Mccarty,Codyhaven,$142.94
Michelle Mcdonald,Edwards; Farrell and Powell,West Josephhaven,$6014502.38
Eric King,Kaufman Ltd,Edwardfurt,$147.14
Colleen Franklin DVM,Moore-Delacruz,East Kylie,$114.46
Stefanie Parker,Long LLC,Lake Anthony,$1196.04
Rhonda Nicholson,Velazquez and Sons,South Olivia,$148.73
Christopher Dean,Johnson; Bryant and Robinson,Lake Taylorfort,$1756.57
Aaron Swanson,Sanchez-Thornton,West Joshuaville,$676.65
Charles Russell,Lopez Inc,North Denise,$778.36
Teresa Beck,Ford PLC,Yodershire,$318.34
Sean Perez,Sullivan-Marsh,North Crystal,$5179.54
Anthony Schmitt,Johnson; Nelson and Lee,Robinsonville,$856.34
Cathy Andrews,Bailey-Kemp,East Shannon,$489.08
Keith Reed,Harris LLC,Kellyshire,$989.92
Gary Hernandez,Ruiz-Lee,Cantrellhaven,$905.25
Jane Bennett,Silva; Luna and Sharp,Barbarafort,$867.17
Jerry Vincent,Williams; Rogers and Smith,Paulton,$34631.57
Amy Ochoa,Turner Ltd,North James,$5359.26
Rebecca Johnson,Archer; Brown and Rush,North Christopherstad,$88.80
Angela Barrera,Blevins and Sons,Sandersfurt,$1958.25
Amanda Myers,Alexander-Patel,West Karenmouth,$1820.41
Patrick Ramirez,Wagner-Rodriguez,Coryberg,$228.33
Matthew Martinez,Castillo Inc,Teresafurt,$574.99
Erika Williams,Haynes-Johnston,South Gregory,$303.94
Heidi Flores,Shaw; Richmond and Nichols,New Steven,$591.13
Tyler Lane,Johnson Inc,Charlesport,$141.64
Alex Williams,Bean; Torres and Hill,Port Ellen,$1097.78
Joan Trujillo,Russell-Reyes,New Patriciashire,$1036.72
Dr. Joe Brown,Duarte and Sons,Millerstad,$1925.79
Matthew Thomas,Case-Gallegos,Chanhaven,$571.19
Dennis Stephens,Romero; Wilson and Dudley,Barrettmouth,$203.22
Susan Serrano,Garcia-Smith,East Alanton,$918.59
Allison Deleon,Riggs; Miller and Castillo,Amandabury,$319.04
Brittany Kim,Reynolds Inc,Lake Mikehaven,$1831.70
Sally Hicks,Jacobs; Hawkins and Martin,Harpershire,$3517.27
Joseph Anderson Jr.,Luna; Campbell and Drake,Port Kelsey,$799.96
Lance Mcdonald,Jones; Case and Davenport,Port Emilyfurt,$745.49
Lorraine Chavez,Gonzalez; Smith and Stewart,Port Cory,$937.50
Nancy Hines,Schroeder and Sons,West Julieport,$1172.49
Kari Williams,Todd-Ramirez,Santosshire,$2553.06
Shelley Vance,Pacheco Inc,Kimberlyburgh,$989.33
Cindy Forbes,Cruz PLC,Ortegaville,$577.16
Ashley Smith,Miller Ltd,East Jessica,$478.82
Kelly Mcdonald,Klein; Poole and Ramirez,South Daltonside,$7476.14
Lisa Schultz,Hale-Dunn,North Andreabury,$435.67
Debra Garcia,Brooks-Coleman,West Holly,$1488.88
Brittany Shepherd,Hamilton-Lowe,Melissaberg,$41547.73
Nicole Baxter,Williamson; Petty and Smith,Lewisfort,$1519.09
Kevin Brooks,Carney PLC,Theodorechester,$159.68
Gregory Ayala,Mathews-Young,North Wendy,$925.80
Brooke Black,Young Inc,North Brianberg,$149.79
Zachary Gonzalez,Randolph LLC,Cainside,$9241604.71
Kimberly Chang,Andrade LLC,East Victoriaton,$8621480.31
Joyce Thompson,Stewart; Wells and Fisher,South Marcview,$370.32
Hunter Roberts,Price; Daniels and Davis,North Lisa,$519.27
Sheila Tucker,Thomas; Brown and Velazquez,Port Mary,$700.26
Andrew Wilkinson,Vega; Young and Bell,North Sherry,$8525.90
Natalie Bass,Lopez-Saunders,West Markfurt,$926.74
Sandy Young,Campos-Weeks,East Spencer,$2568.52
Amber Johnson,Alexander and Sons,West Bobby,$418.44
Krystal Stephens,Alvarado; Harris and Rose,Ryanberg,$1463.77
Courtney Mccoy,Herrera-Hernandez,New Paulachester,$596.20
Sara Clark,Meyer PLC,Mariaville,$21.15
Mark Hammond,Smith; Young and Hamilton,Reyesport,$508.00
Eric Carter,Wright; Mcdonald and Powell,West Glenshire,$346.30
Carrie Moody,Barnes; Hill and Booth,Charleston,$649.63
Dr. Amy Vasquez DVM,Freeman Ltd,Kristenstad,$193.52
Brett Boyer,Burnett and Sons,West Carl,$1164.13
Aaron Turner,Schwartz-Fisher,Riosland,$356.56
Eric Blackwell,Gordon-Adams,Austinmouth,$4110.88
Eric Holmes,Flynn-Brooks,Stevenchester,$66.86
Christina Wilson,Dawson and Sons,Bowmanville,$1147.16
Brianna Elliott,Meza-Shelton,Lisaton,$323.69
Julie Williams,Kline; Lozano and Woodard,Stevenmouth,$1017.01
Darlene Gross,Ramirez; Santiago and Melton,Morrisonborough,$326.52
Christine Mejia,Hill PLC,Amberchester,$1355.34
Brittney Jensen,Hansen-Humphrey,North Craig,$1879.40
Jacqueline Schaefer,Kelly Group,Port Terri,$514.69
Shirley Campbell,Morris; Reynolds and Cook,New Jessica,$284.96
Russell Boyer,Kelly-Cooper,Lake Eric,$665.31
James Cole,Sanchez LLC,South Shawnton,$314.22
Jack Williams,Martin Group,Rayview,$598.11
Timothy Pope,Burns-Russell,North Laura,$1809.97
Seth Steele,Peters; Perez and Crawford,Andrewville,$806.04
Joshua Hicks,Todd-Burns,South Jose,$316.05
Kaylee Gilbert,Arellano; Smith and Thompson,Caseyburgh,$124.71
Ashley Floyd,Anderson-Conway,Crawfordbury,$879.53
Brenda Herrera,Holmes Inc,Christopherborough,$1493.97
Erica Fox,Rodriguez; Savage and James,Amyborough,$5807.29
Deborah Smith,Walker; Craig and Hudson,East Anthonystad,$74.58
Crystal Turner,Rasmussen-Miller,West Randallland,$89680.83
Alicia Aguirre,Richards-Clements,Michaelbury,$890.25
Karen Allen,Levy; Long and Garcia,West Bryanmouth,$964.76
Robert Bruce,Marks; Smith and Wallace,West Curtis,$315.71
Jamie Perkins,Vincent-Coleman,Lisaton,$687.36
Andrea Allen,Graham; Harris and Diaz,Stevenbury,$269.32
Catherine Ramos,Nelson Group,North Suzanne,$318.24
Ashley Jordan,Johnson-Jimenez,Williamsport,$1023.10
Matthew Smith MD,Simon-Morton,Lake Nicole,$27.28
Julie Gutierrez,Peterson; Collins and Powers,South George,$812.89
Brianna Burns,Roberts Inc,Jameschester,$29.32
Michael Griffin,Quinn-Thomas,Brooksshire,$2626.03
Xavier Romero,Nelson LLC,Reevesville,$751.97
Jasmine Hunter,Miller-Hall,Williamfurt,$711.60
Kelly Henderson,Mueller; Johnson and Baird,South Derrick,$644.18
Toni Hill,Alexander Ltd,Michaelville,$1844.71
George Keller,Valentine-Smith,Henrymouth,$1406.67
Christopher Gonzalez,Chambers; Sullivan and Kirk,South Michelle,$725.59
Brittany Smith,Edwards-Boyd,Danielfort,$898.68
Carlos Price,Thompson; Everett and Barnes,Veronicaville,$560.85
Caroline Lewis,Moore-Carter,Jillmouth,$862.19
David Lewis,Diaz; Lynch and Davis,North Michael,$792.67
Jennifer Cole,Krueger-Jones,Johnstonstad,$7050.12
Michele Soto,Ward and Sons,Richardsonburgh,$379.99
Vincent Mora,Kaufman; Wagner and Miles,South Wendy,$295.65
Kyle Smith,Floyd-Fox,South Sarah,$279.57
Patricia Meza,Roberson; Baker and Peterson,Lake Penny,$59391.89
Tabitha Hughes,James-Perry,East Joseph,$2435.48
Angela Wilson,Harper PLC,Port Andrewton,$103.56
Jane Rogers,Davis; Banks and Thompson,West Brendafurt,$243.03
Timothy Gill,Walters and Sons,Lake Ryan,$1209.22
Ross Sanchez,Lucas; Smith and Smith,West Travis,$188.88
Justin Swanson,Roberts-Bradley,Richardmouth,$1446.55
Mario Wilson,Cunningham; Gibson and Vazquez,East Brian,$612.96
Kimberly Cantu MD,Powell Inc,Bonnieland,$553.52
Christopher Crawford,Hoffman; Smith and Watson,Woodardview,$1228.44
Brandon White,Wood; Herrera and Walker,New Kimberlymouth,$570.47
Gloria Morgan,Mckay-Anderson,West Ronaldstad,$440.98
Taylor Todd,Wall; Flores and Anderson,Gloriabury,$24.10
Lauren Bell,Wallace Ltd,Torresmouth,$319.00
Adam Christian,Taylor-Hudson,Thomasborough,$197.14
Amanda Moore,Jacobs Ltd,Kelseybury,$1482.81
Darren Kidd,Dennis; Carpenter and Peterson,Michaelfurt,$8709871.81
Jennifer Graham,King Group,Ellisside,$912.01
Donna Higgins,Martinez; Torres and Anderson,Guzmanfurt,$840.20
Mrs. Misty Jones DDS,Mcmahon-Miller,Nicholasmouth,$148.57
Joshua Moore,Nguyen Ltd,North Markville,$1198.27
Nicholas Cowan,Glass; Coleman and Douglas,Bradleybury,$634.11
James Lee,Clay-Williams,New Barbarashire,$951.65
Christina Burke,Jones-Taylor,New Belinda,$1329.52
Amy Moreno,Jenkins LLC,North Stacey,$591.72
Jennifer Young,Wolfe-Ballard,West David,$678.77
Lisa Padilla,Williamson; Russell and Stein,Bairdstad,$665.60
Steven Perkins,Sandoval; Robinson and Smith,East Dylanchester,$73268.85
Nicole Burns,Lee-Holden,North Janetmouth,$443.06
David Miller,Harris; Moore and Anderson,Jessicafort,$763.99
Olivia Mcgee,Patrick Group,New Stacy,$397.34
Kayla Bush,Gaines PLC,Emilyfurt,$4737.40
Natalie Patterson,Brown-Franklin,Christopherfurt,$1979.82
Maria Kelley,Curry; Jackson and Walker,Tracymouth,$12.25
Teresa Griffith,Ashley; Medina and Fleming,Hudsonside,$912.30
Shelley Baxter,Hill-Knapp,Jonathanhaven,$2418.46
Patrick Guerrero,Morales-Carlson,Ryanberg,$1662.43
Kristin Gross,Mcgee-Wong,Brettfort,$108.67
Michelle Morgan,Lee and Sons,Bartonview,$752.43
Gregory Crosby,Barton-Armstrong,Wendyton,$58641.05
Candace Davidson,Parker Group,Knightfurt,$123.49
John Johnson,Garcia-Nunez,Wilsonland,$59.14
Jeremy Shah,Jackson; Thomas and Griffin,New Shelbytown,$1286.27
Christina Alvarez,Castro; Johnson and Miller,South Jessica,$2521.83
Sharon White,Dominguez Inc,New Taylor,$1459.70
Brian Molina,Dean; Clark and Brown,Port Amyshire,$1322.56
Alejandro Brown,Jenkins-Lynch,North David,$258.08
Randall Moore,Chang Group,Lake Ryanberg,$119.32
Anthony Garcia,Evans Inc,Port Michael,$1216.96
Richard Vang,Lowery; Weaver and James,Lake Briana,$1372.88
Debra Dickerson,Hill-Jenkins,South Marc,$8923.47
Jacob Woods,Olson; Shaw and Preston,South Ryan,$20997.37
Nicholas Shepherd,Moore Ltd,Jordanmouth,$477.22
Brent Scott,Ford PLC,Joneschester,$218.37
Brett Smith,Jones-Fletcher,Kathleenbury,$1246.44
Thomas Vega,Swanson-Warren,West Jennifer,$847.49
Sheila Brock,Hughes-White,West Phillip,$403086.42
Katie Suarez,Randall-Grant,North Adrianberg,$408.18
Sean Smith,Douglas; Garcia and Pratt,South Vanessa,$876.85
Ryan Potter,Jones-Anderson,Joyfurt,$340.71
Melissa Rodriguez,Moore and Sons,Lake Stephanie,$1210.60
Anna Martinez,Roberts LLC,Michellestad,$599.43
Chase Snyder,Mitchell; Patterson and Patterson,Port Connorland,$52674.18
James Jones,Bruce and Sons,North Brandi,$828.19
Howard Mclaughlin,Stephens PLC,Port Jenniferland,$635.56
Jared Robinson,Campbell LLC,Audreyside,$387.77
Heidi Smith,Fisher Ltd,North Michael,$579.53
Jacqueline Lucas,Mckinney; Harrison and Wagner,Brownshire,$5.76
Bailey Garcia,Johnson; Fernandez and Rosario,Timothychester,$547.59
Clayton Smith,Roberts; Harris and Davila,Port Tonya,$892.38
Sara Page,Warner; Yates and Williams,North Robertshire,$143.97
Kelly Alvarez,Dominguez-Hill,Angelashire,$1723.76
Gary Mccoy Jr.,Wallace-Fox,Michaelfort,$698.05
Gregory Price,Thompson PLC,Estradaview,$992.30
Gabrielle Hayes,Lopez Group,Lake Hannah,$1812.02
Curtis Lane,Hull; Best and Fox,Webbview,$1969.70
Tyler Wilson,Richards-Mendez,Port Raymond,$213.80
Christopher Steele,Mooney; Joseph and Vincent,Joychester,$1130.25
Kathleen Marks,Mendoza LLC,Port Johnberg,$464.78
Steven Mathews,Parker; Hill and Perez,West Kristen,$988.39
Phillip Allen,Turner PLC,Katiefurt,$750.65
Michelle Lewis,Schmidt; Clarke and Burgess,Scottborough,$678.01
Amanda Norton,Burch and Sons,Schultzborough,$1327.08
